image_path,label,class_name
viola_dataset\images\image_594.jpg,2,cardboard
viola_dataset\images\image_595.jpg,2,cardboard
viola_dataset\images\image_596.jpg,2,cardboard
viola_dataset\images\image_597.jpg,2,cardboard
viola_dataset\images\image_598.jpg,2,cardboard
viola_dataset\images\image_599.jpg,2,cardboard
viola_dataset\images\image_600.jpg,2,cardboard
viola_dataset\images\image_601.jpg,2,cardboard
viola_dataset\images\image_602.jpg,2,cardboard
viola_dataset\images\image_603.jpg,2,cardboard
viola_dataset\images\image_604.jpg,2,cardboard
viola_dataset\images\image_605.jpg,2,cardboard
viola_dataset\images\image_606.jpg,2,cardboard
viola_dataset\images\image_607.jpg,2,cardboard
viola_dataset\images\image_608.jpg,2,cardboard
viola_dataset\images\image_609.jpg,2,cardboard
viola_dataset\images\image_610.jpg,2,cardboard
viola_dataset\images\image_611.jpg,2,cardboard
viola_dataset\images\image_612.jpg,2,cardboard
viola_dataset\images\image_613.jpg,2,cardboard
viola_dataset\images\image_614.jpg,2,cardboard
viola_dataset\images\image_615.jpg,2,cardboard
viola_dataset\images\image_616.jpg,2,cardboard
viola_dataset\images\image_617.jpg,2,cardboard
viola_dataset\images\image_618.jpg,2,cardboard
viola_dataset\images\image_619.jpg,2,cardboard
viola_dataset\images\image_620.jpg,2,cardboard
viola_dataset\images\image_621.jpg,2,cardboard
viola_dataset\images\image_622.jpg,2,cardboard
viola_dataset\images\image_623.jpg,2,cardboard
viola_dataset\images\image_624.jpg,2,cardboard
viola_dataset\images\image_625.jpg,2,cardboard
viola_dataset\images\image_626.jpg,2,cardboard
viola_dataset\images\image_627.jpg,2,cardboard
viola_dataset\images\image_628.jpg,2,cardboard
viola_dataset\images\image_629.jpg,2,cardboard
viola_dataset\images\image_630.jpg,2,cardboard
viola_dataset\images\image_631.jpg,2,cardboard
viola_dataset\images\image_632.jpg,2,cardboard
viola_dataset\images\image_633.jpg,2,cardboard
viola_dataset\images\image_634.jpg,2,cardboard
viola_dataset\images\image_635.jpg,2,cardboard
viola_dataset\images\image_636.jpg,2,cardboard
viola_dataset\images\image_637.jpg,2,cardboard
viola_dataset\images\image_638.jpg,2,cardboard
viola_dataset\images\image_639.jpg,2,cardboard
viola_dataset\images\image_640.jpg,2,cardboard
viola_dataset\images\image_641.jpg,2,cardboard
viola_dataset\images\image_642.jpg,2,cardboard
viola_dataset\images\image_643.jpg,2,cardboard
viola_dataset\images\image_644.jpg,2,cardboard
viola_dataset\images\image_645.jpg,2,cardboard
viola_dataset\images\image_646.jpg,2,cardboard
viola_dataset\images\image_647.jpg,2,cardboard
viola_dataset\images\image_648.jpg,2,cardboard
viola_dataset\images\image_649.jpg,2,cardboard
viola_dataset\images\image_650.jpg,2,cardboard
viola_dataset\images\image_651.jpg,2,cardboard
viola_dataset\images\image_652.jpg,2,cardboard
viola_dataset\images\image_653.jpg,2,cardboard
viola_dataset\images\image_654.jpg,2,cardboard
viola_dataset\images\image_655.jpg,2,cardboard
viola_dataset\images\image_656.jpg,2,cardboard
viola_dataset\images\image_657.jpg,2,cardboard
viola_dataset\images\image_658.jpg,2,cardboard
viola_dataset\images\image_659.jpg,2,cardboard
viola_dataset\images\image_660.jpg,2,cardboard
viola_dataset\images\image_661.jpg,2,cardboard
viola_dataset\images\image_662.jpg,2,cardboard
viola_dataset\images\image_663.jpg,2,cardboard
viola_dataset\images\image_664.jpg,2,cardboard
viola_dataset\images\image_665.jpg,2,cardboard
viola_dataset\images\image_666.jpg,2,cardboard
viola_dataset\images\image_667.jpg,2,cardboard
viola_dataset\images\image_668.jpg,2,cardboard
viola_dataset\images\image_669.jpg,2,cardboard
viola_dataset\images\image_670.jpg,2,cardboard
viola_dataset\images\image_671.jpg,2,cardboard
viola_dataset\images\image_672.jpg,2,cardboard
viola_dataset\images\image_673.jpg,2,cardboard
viola_dataset\images\image_674.jpg,2,cardboard
viola_dataset\images\image_675.jpg,2,cardboard
viola_dataset\images\image_676.jpg,2,cardboard
viola_dataset\images\image_677.jpg,2,cardboard
viola_dataset\images\image_678.jpg,2,cardboard
viola_dataset\images\image_679.jpg,2,cardboard
viola_dataset\images\image_680.jpg,2,cardboard
viola_dataset\images\image_681.jpg,2,cardboard
viola_dataset\images\image_682.jpg,2,cardboard
viola_dataset\images\image_683.jpg,2,cardboard
viola_dataset\images\image_684.jpg,2,cardboard
viola_dataset\images\image_685.jpg,2,cardboard
viola_dataset\images\image_686.jpg,2,cardboard
viola_dataset\images\image_687.jpg,2,cardboard
viola_dataset\images\image_688.jpg,2,cardboard
viola_dataset\images\image_689.jpg,2,cardboard
viola_dataset\images\image_690.jpg,2,cardboard
viola_dataset\images\image_691.jpg,2,cardboard
viola_dataset\images\image_692.jpg,2,cardboard
viola_dataset\images\image_693.jpg,2,cardboard
viola_dataset\images\image_694.jpg,2,cardboard
viola_dataset\images\image_695.jpg,2,cardboard
viola_dataset\images\image_696.jpg,2,cardboard
viola_dataset\images\image_697.jpg,2,cardboard
viola_dataset\images\image_698.jpg,2,cardboard
viola_dataset\images\image_699.jpg,2,cardboard
viola_dataset\images\image_700.jpg,2,cardboard
viola_dataset\images\image_701.jpg,2,cardboard
viola_dataset\images\image_702.jpg,2,cardboard
viola_dataset\images\image_703.jpg,2,cardboard
viola_dataset\images\image_704.jpg,2,cardboard
viola_dataset\images\image_705.jpg,2,cardboard
viola_dataset\images\image_706.jpg,2,cardboard
viola_dataset\images\image_707.jpg,2,cardboard
viola_dataset\images\image_708.jpg,2,cardboard
viola_dataset\images\image_709.jpg,2,cardboard
viola_dataset\images\image_710.jpg,2,cardboard
viola_dataset\images\image_711.jpg,2,cardboard
viola_dataset\images\image_712.jpg,2,cardboard
viola_dataset\images\image_713.jpg,2,cardboard
viola_dataset\images\image_714.jpg,2,cardboard
viola_dataset\images\image_715.jpg,2,cardboard
viola_dataset\images\image_716.jpg,2,cardboard
viola_dataset\images\image_717.jpg,2,cardboard
viola_dataset\images\image_718.jpg,2,cardboard
viola_dataset\images\image_719.jpg,2,cardboard
viola_dataset\images\image_720.jpg,2,cardboard
viola_dataset\images\image_721.jpg,2,cardboard
viola_dataset\images\image_722.jpg,2,cardboard
viola_dataset\images\image_723.jpg,2,cardboard
viola_dataset\images\image_724.jpg,2,cardboard
viola_dataset\images\image_725.jpg,2,cardboard
viola_dataset\images\image_726.jpg,2,cardboard
viola_dataset\images\image_727.jpg,2,cardboard
viola_dataset\images\image_728.jpg,2,cardboard
viola_dataset\images\image_729.jpg,2,cardboard
viola_dataset\images\image_730.jpg,2,cardboard
viola_dataset\images\image_731.jpg,2,cardboard
viola_dataset\images\image_732.jpg,2,cardboard
viola_dataset\images\image_733.jpg,2,cardboard
viola_dataset\images\image_734.jpg,2,cardboard
viola_dataset\images\image_735.jpg,2,cardboard
viola_dataset\images\image_736.jpg,2,cardboard
viola_dataset\images\image_737.jpg,2,cardboard
viola_dataset\images\image_738.jpg,2,cardboard
viola_dataset\images\image_739.jpg,2,cardboard
viola_dataset\images\image_740.jpg,2,cardboard
viola_dataset\images\image_741.jpg,2,cardboard
viola_dataset\images\image_742.jpg,2,cardboard
viola_dataset\images\image_743.jpg,2,cardboard
viola_dataset\images\image_744.jpg,2,cardboard
viola_dataset\images\image_745.jpg,2,cardboard
viola_dataset\images\image_746.jpg,2,cardboard
viola_dataset\images\image_747.jpg,2,cardboard
viola_dataset\images\image_748.jpg,2,cardboard
viola_dataset\images\image_749.jpg,2,cardboard
viola_dataset\images\image_750.jpg,2,cardboard
viola_dataset\images\image_751.jpg,2,cardboard
viola_dataset\images\image_752.jpg,2,cardboard
viola_dataset\images\image_753.jpg,2,cardboard
viola_dataset\images\image_754.jpg,2,cardboard
viola_dataset\images\image_755.jpg,2,cardboard
viola_dataset\images\image_756.jpg,2,cardboard
viola_dataset\images\image_757.jpg,2,cardboard
viola_dataset\images\image_758.jpg,2,cardboard
viola_dataset\images\image_759.jpg,2,cardboard
viola_dataset\images\image_760.jpg,2,cardboard
viola_dataset\images\image_761.jpg,2,cardboard
viola_dataset\images\image_762.jpg,2,cardboard
viola_dataset\images\image_763.jpg,2,cardboard
viola_dataset\images\image_764.jpg,2,cardboard
viola_dataset\images\image_765.jpg,2,cardboard
viola_dataset\images\image_766.jpg,2,cardboard
viola_dataset\images\image_767.jpg,2,cardboard
viola_dataset\images\image_768.jpg,2,cardboard
viola_dataset\images\image_769.jpg,2,cardboard
viola_dataset\images\image_770.jpg,2,cardboard
viola_dataset\images\image_771.jpg,2,cardboard
viola_dataset\images\image_772.jpg,2,cardboard
viola_dataset\images\image_773.jpg,2,cardboard
viola_dataset\images\image_774.jpg,2,cardboard
viola_dataset\images\image_775.jpg,2,cardboard
viola_dataset\images\image_776.jpg,2,cardboard
viola_dataset\images\image_777.jpg,2,cardboard
viola_dataset\images\image_778.jpg,2,cardboard
viola_dataset\images\image_779.jpg,2,cardboard
viola_dataset\images\image_780.jpg,2,cardboard
viola_dataset\images\image_781.jpg,2,cardboard
viola_dataset\images\image_782.jpg,2,cardboard
viola_dataset\images\image_783.jpg,2,cardboard
viola_dataset\images\image_784.jpg,2,cardboard
viola_dataset\images\image_785.jpg,2,cardboard
viola_dataset\images\image_786.jpg,2,cardboard
viola_dataset\images\image_787.jpg,2,cardboard
viola_dataset\images\image_788.jpg,2,cardboard
viola_dataset\images\image_789.jpg,2,cardboard
viola_dataset\images\image_790.jpg,2,cardboard
viola_dataset\images\image_791.jpg,2,cardboard
viola_dataset\images\image_792.jpg,2,cardboard
viola_dataset\images\image_793.jpg,2,cardboard
viola_dataset\images\image_794.jpg,2,cardboard
viola_dataset\images\image_795.jpg,2,cardboard
viola_dataset\images\image_796.jpg,2,cardboard
viola_dataset\images\image_797.jpg,2,cardboard
viola_dataset\images\image_798.jpg,2,cardboard
viola_dataset\images\image_799.jpg,2,cardboard
viola_dataset\images\image_800.jpg,2,cardboard
viola_dataset\images\image_801.jpg,2,cardboard
viola_dataset\images\image_802.jpg,2,cardboard
viola_dataset\images\image_803.jpg,2,cardboard
viola_dataset\images\image_804.jpg,2,cardboard
viola_dataset\images\image_805.jpg,2,cardboard
viola_dataset\images\image_806.jpg,2,cardboard
viola_dataset\images\image_807.jpg,2,cardboard
viola_dataset\images\image_808.jpg,2,cardboard
viola_dataset\images\image_809.jpg,2,cardboard
viola_dataset\images\image_810.jpg,2,cardboard
viola_dataset\images\image_811.jpg,2,cardboard
viola_dataset\images\image_812.jpg,2,cardboard
viola_dataset\images\image_813.jpg,2,cardboard
viola_dataset\images\image_814.jpg,2,cardboard
viola_dataset\images\image_815.jpg,2,cardboard
viola_dataset\images\image_816.jpg,2,cardboard
viola_dataset\images\image_817.jpg,2,cardboard
viola_dataset\images\image_818.jpg,2,cardboard
viola_dataset\images\image_819.jpg,2,cardboard
viola_dataset\images\image_820.jpg,2,cardboard
viola_dataset\images\image_821.jpg,2,cardboard
viola_dataset\images\image_822.jpg,2,cardboard
viola_dataset\images\image_823.jpg,2,cardboard
viola_dataset\images\image_824.jpg,2,cardboard
viola_dataset\images\image_825.jpg,2,cardboard
viola_dataset\images\image_826.jpg,2,cardboard
viola_dataset\images\image_827.jpg,2,cardboard
viola_dataset\images\image_828.jpg,2,cardboard
viola_dataset\images\image_829.jpg,2,cardboard
viola_dataset\images\image_830.jpg,2,cardboard
viola_dataset\images\image_831.jpg,2,cardboard
viola_dataset\images\image_832.jpg,2,cardboard
viola_dataset\images\image_833.jpg,2,cardboard
viola_dataset\images\image_834.jpg,2,cardboard
viola_dataset\images\image_835.jpg,2,cardboard
viola_dataset\images\image_836.jpg,2,cardboard
viola_dataset\images\image_837.jpg,2,cardboard
viola_dataset\images\image_838.jpg,2,cardboard
viola_dataset\images\image_839.jpg,2,cardboard
viola_dataset\images\image_840.jpg,3,disposable_plates
viola_dataset\images\image_841.jpg,3,disposable_plates
viola_dataset\images\image_842.jpg,3,disposable_plates
viola_dataset\images\image_843.jpg,3,disposable_plates
viola_dataset\images\image_844.jpg,3,disposable_plates
viola_dataset\images\image_845.jpg,3,disposable_plates
viola_dataset\images\image_846.jpg,3,disposable_plates
viola_dataset\images\image_847.jpg,3,disposable_plates
viola_dataset\images\image_848.jpg,3,disposable_plates
viola_dataset\images\image_849.jpg,3,disposable_plates
viola_dataset\images\image_850.jpg,3,disposable_plates
viola_dataset\images\image_851.jpg,3,disposable_plates
viola_dataset\images\image_852.jpg,3,disposable_plates
viola_dataset\images\image_853.jpg,3,disposable_plates
viola_dataset\images\image_854.jpg,3,disposable_plates
viola_dataset\images\image_855.jpg,3,disposable_plates
viola_dataset\images\image_856.jpg,3,disposable_plates
viola_dataset\images\image_857.jpg,3,disposable_plates
viola_dataset\images\image_858.jpg,3,disposable_plates
viola_dataset\images\image_859.jpg,3,disposable_plates
viola_dataset\images\image_860.jpg,3,disposable_plates
viola_dataset\images\image_861.jpg,3,disposable_plates
viola_dataset\images\image_862.jpg,3,disposable_plates
viola_dataset\images\image_863.jpg,3,disposable_plates
viola_dataset\images\image_864.jpg,3,disposable_plates
viola_dataset\images\image_865.jpg,3,disposable_plates
viola_dataset\images\image_866.jpg,3,disposable_plates
viola_dataset\images\image_867.jpg,3,disposable_plates
viola_dataset\images\image_868.jpg,3,disposable_plates
viola_dataset\images\image_869.jpg,3,disposable_plates
viola_dataset\images\image_870.jpg,3,disposable_plates
viola_dataset\images\image_871.jpg,3,disposable_plates
viola_dataset\images\image_872.jpg,3,disposable_plates
viola_dataset\images\image_873.jpg,3,disposable_plates
viola_dataset\images\image_874.jpg,3,disposable_plates
viola_dataset\images\image_875.jpg,3,disposable_plates
viola_dataset\images\image_876.jpg,3,disposable_plates
viola_dataset\images\image_877.jpg,3,disposable_plates
viola_dataset\images\image_878.jpg,3,disposable_plates
viola_dataset\images\image_879.jpg,3,disposable_plates
viola_dataset\images\image_880.jpg,3,disposable_plates
viola_dataset\images\image_881.jpg,3,disposable_plates
viola_dataset\images\image_882.jpg,3,disposable_plates
viola_dataset\images\image_883.jpg,3,disposable_plates
viola_dataset\images\image_884.jpg,3,disposable_plates
viola_dataset\images\image_885.jpg,3,disposable_plates
viola_dataset\images\image_886.jpg,3,disposable_plates
viola_dataset\images\image_887.jpg,3,disposable_plates
viola_dataset\images\image_888.jpg,3,disposable_plates
viola_dataset\images\image_889.jpg,3,disposable_plates
viola_dataset\images\image_890.jpg,3,disposable_plates
viola_dataset\images\image_891.jpg,3,disposable_plates
viola_dataset\images\image_892.jpg,3,disposable_plates
viola_dataset\images\image_893.jpg,3,disposable_plates
viola_dataset\images\image_894.jpg,3,disposable_plates
viola_dataset\images\image_895.jpg,3,disposable_plates
viola_dataset\images\image_896.jpg,3,disposable_plates
viola_dataset\images\image_897.jpg,3,disposable_plates
viola_dataset\images\image_898.jpg,3,disposable_plates
viola_dataset\images\image_899.jpg,3,disposable_plates
viola_dataset\images\image_900.jpg,3,disposable_plates
viola_dataset\images\image_901.jpg,3,disposable_plates
viola_dataset\images\image_902.jpg,3,disposable_plates
viola_dataset\images\image_903.jpg,3,disposable_plates
viola_dataset\images\image_904.jpg,3,disposable_plates
viola_dataset\images\image_905.jpg,3,disposable_plates
viola_dataset\images\image_906.jpg,3,disposable_plates
viola_dataset\images\image_907.jpg,3,disposable_plates
viola_dataset\images\image_908.jpg,3,disposable_plates
viola_dataset\images\image_909.jpg,3,disposable_plates
viola_dataset\images\image_910.jpg,3,disposable_plates
viola_dataset\images\image_911.jpg,3,disposable_plates
viola_dataset\images\image_912.jpg,3,disposable_plates
viola_dataset\images\image_913.jpg,3,disposable_plates
viola_dataset\images\image_914.jpg,3,disposable_plates
viola_dataset\images\image_915.jpg,3,disposable_plates
viola_dataset\images\image_916.jpg,3,disposable_plates
viola_dataset\images\image_917.jpg,3,disposable_plates
viola_dataset\images\image_918.jpg,3,disposable_plates
viola_dataset\images\image_919.jpg,3,disposable_plates
viola_dataset\images\image_920.jpg,3,disposable_plates
viola_dataset\images\image_921.jpg,3,disposable_plates
viola_dataset\images\image_922.jpg,3,disposable_plates
viola_dataset\images\image_923.jpg,3,disposable_plates
viola_dataset\images\image_924.jpg,3,disposable_plates
viola_dataset\images\image_925.jpg,3,disposable_plates
viola_dataset\images\image_926.jpg,3,disposable_plates
viola_dataset\images\image_927.jpg,3,disposable_plates
viola_dataset\images\image_928.jpg,3,disposable_plates
viola_dataset\images\image_929.jpg,3,disposable_plates
viola_dataset\images\image_930.jpg,3,disposable_plates
viola_dataset\images\image_931.jpg,3,disposable_plates
viola_dataset\images\image_932.jpg,3,disposable_plates
viola_dataset\images\image_933.jpg,3,disposable_plates
viola_dataset\images\image_934.jpg,3,disposable_plates
viola_dataset\images\image_935.jpg,3,disposable_plates
viola_dataset\images\image_936.jpg,3,disposable_plates
viola_dataset\images\image_937.jpg,3,disposable_plates
viola_dataset\images\image_938.jpg,3,disposable_plates
viola_dataset\images\image_939.jpg,3,disposable_plates
viola_dataset\images\image_940.jpg,3,disposable_plates
viola_dataset\images\image_941.jpg,3,disposable_plates
viola_dataset\images\image_942.jpg,3,disposable_plates
viola_dataset\images\image_943.jpg,3,disposable_plates
viola_dataset\images\image_944.jpg,3,disposable_plates
viola_dataset\images\image_945.jpg,3,disposable_plates
viola_dataset\images\image_946.jpg,3,disposable_plates
viola_dataset\images\image_947.jpg,3,disposable_plates
viola_dataset\images\image_948.jpg,3,disposable_plates
viola_dataset\images\image_949.jpg,3,disposable_plates
viola_dataset\images\image_950.jpg,3,disposable_plates
viola_dataset\images\image_951.jpg,3,disposable_plates
viola_dataset\images\image_952.jpg,3,disposable_plates
viola_dataset\images\image_953.jpg,3,disposable_plates
viola_dataset\images\image_954.jpg,3,disposable_plates
viola_dataset\images\image_955.jpg,3,disposable_plates
viola_dataset\images\image_956.jpg,3,disposable_plates
viola_dataset\images\image_957.jpg,3,disposable_plates
viola_dataset\images\image_958.jpg,3,disposable_plates
viola_dataset\images\image_959.jpg,3,disposable_plates
viola_dataset\images\image_960.jpg,3,disposable_plates
viola_dataset\images\image_961.jpg,3,disposable_plates
viola_dataset\images\image_962.jpg,3,disposable_plates
viola_dataset\images\image_963.jpg,3,disposable_plates
viola_dataset\images\image_964.jpg,3,disposable_plates
viola_dataset\images\image_965.jpg,3,disposable_plates
viola_dataset\images\image_966.jpg,3,disposable_plates
viola_dataset\images\image_967.jpg,3,disposable_plates
viola_dataset\images\image_968.jpg,3,disposable_plates
viola_dataset\images\image_969.jpg,3,disposable_plates
viola_dataset\images\image_970.jpg,3,disposable_plates
viola_dataset\images\image_971.jpg,3,disposable_plates
viola_dataset\images\image_972.jpg,3,disposable_plates
viola_dataset\images\image_973.jpg,3,disposable_plates
viola_dataset\images\image_974.jpg,3,disposable_plates
viola_dataset\images\image_975.jpg,3,disposable_plates
viola_dataset\images\image_976.jpg,3,disposable_plates
viola_dataset\images\image_977.jpg,3,disposable_plates
viola_dataset\images\image_978.jpg,3,disposable_plates
viola_dataset\images\image_979.jpg,3,disposable_plates
viola_dataset\images\image_980.jpg,3,disposable_plates
viola_dataset\images\image_981.jpg,3,disposable_plates
viola_dataset\images\image_982.jpg,3,disposable_plates
viola_dataset\images\image_983.jpg,3,disposable_plates
viola_dataset\images\image_984.jpg,3,disposable_plates
viola_dataset\images\image_985.jpg,3,disposable_plates
viola_dataset\images\image_986.jpg,3,disposable_plates
viola_dataset\images\image_987.jpg,3,disposable_plates
viola_dataset\images\image_988.jpg,3,disposable_plates
viola_dataset\images\image_989.jpg,3,disposable_plates
viola_dataset\images\image_990.jpg,3,disposable_plates
viola_dataset\images\image_991.jpg,3,disposable_plates
viola_dataset\images\image_992.jpg,3,disposable_plates
viola_dataset\images\image_993.jpg,3,disposable_plates
viola_dataset\images\image_994.jpg,3,disposable_plates
viola_dataset\images\image_995.jpg,3,disposable_plates
viola_dataset\images\image_996.jpg,3,disposable_plates
viola_dataset\images\image_997.jpg,3,disposable_plates
viola_dataset\images\image_998.jpg,3,disposable_plates
viola_dataset\images\image_999.jpg,3,disposable_plates
viola_dataset\images\image_1000.jpg,3,disposable_plates
viola_dataset\images\image_1001.jpg,3,disposable_plates
viola_dataset\images\image_1002.jpg,3,disposable_plates
viola_dataset\images\image_1003.jpg,3,disposable_plates
viola_dataset\images\image_1004.jpg,3,disposable_plates
viola_dataset\images\image_1005.jpg,3,disposable_plates
viola_dataset\images\image_1006.jpg,3,disposable_plates
viola_dataset\images\image_1007.jpg,3,disposable_plates
viola_dataset\images\image_1008.jpg,3,disposable_plates
viola_dataset\images\image_1009.jpg,3,disposable_plates
viola_dataset\images\image_1010.jpg,3,disposable_plates
viola_dataset\images\image_1011.jpg,3,disposable_plates
viola_dataset\images\image_1012.jpg,3,disposable_plates
viola_dataset\images\image_1013.jpg,3,disposable_plates
viola_dataset\images\image_1014.jpg,3,disposable_plates
viola_dataset\images\image_1015.jpg,3,disposable_plates
viola_dataset\images\image_1016.jpg,3,disposable_plates
viola_dataset\images\image_1017.jpg,3,disposable_plates
viola_dataset\images\image_1018.jpg,3,disposable_plates
viola_dataset\images\image_1019.jpg,3,disposable_plates
viola_dataset\images\image_1020.jpg,3,disposable_plates
viola_dataset\images\image_1021.jpg,3,disposable_plates
viola_dataset\images\image_1022.jpg,3,disposable_plates
viola_dataset\images\image_1023.jpg,3,disposable_plates
viola_dataset\images\image_1024.jpg,3,disposable_plates
viola_dataset\images\image_1025.jpg,3,disposable_plates
viola_dataset\images\image_1026.jpg,3,disposable_plates
viola_dataset\images\image_1027.jpg,3,disposable_plates
viola_dataset\images\image_1028.jpg,3,disposable_plates
viola_dataset\images\image_1029.jpg,3,disposable_plates
viola_dataset\images\image_1030.jpg,3,disposable_plates
viola_dataset\images\image_1031.jpg,3,disposable_plates
viola_dataset\images\image_1032.jpg,3,disposable_plates
viola_dataset\images\image_1033.jpg,3,disposable_plates
viola_dataset\images\image_1034.jpg,3,disposable_plates
viola_dataset\images\image_1035.jpg,3,disposable_plates
viola_dataset\images\image_1036.jpg,3,disposable_plates
viola_dataset\images\image_1037.jpg,3,disposable_plates
viola_dataset\images\image_1038.jpg,3,disposable_plates
viola_dataset\images\image_1039.jpg,3,disposable_plates
viola_dataset\images\image_1040.jpg,3,disposable_plates
viola_dataset\images\image_1041.jpg,3,disposable_plates
viola_dataset\images\image_1042.jpg,3,disposable_plates
viola_dataset\images\image_1043.jpg,3,disposable_plates
viola_dataset\images\image_1044.jpg,3,disposable_plates
viola_dataset\images\image_1045.jpg,3,disposable_plates
viola_dataset\images\image_1046.jpg,3,disposable_plates
viola_dataset\images\image_1047.jpg,3,disposable_plates
viola_dataset\images\image_1048.jpg,3,disposable_plates
viola_dataset\images\image_1049.jpg,3,disposable_plates
viola_dataset\images\image_1050.jpg,3,disposable_plates
viola_dataset\images\image_1051.jpg,3,disposable_plates
viola_dataset\images\image_1052.jpg,3,disposable_plates
viola_dataset\images\image_1053.jpg,3,disposable_plates
viola_dataset\images\image_1054.jpg,3,disposable_plates
viola_dataset\images\image_1055.jpg,3,disposable_plates
viola_dataset\images\image_1056.jpg,3,disposable_plates
viola_dataset\images\image_1057.jpg,3,disposable_plates
viola_dataset\images\image_1058.jpg,3,disposable_plates
viola_dataset\images\image_1059.jpg,3,disposable_plates
viola_dataset\images\image_1060.jpg,3,disposable_plates
viola_dataset\images\image_1061.jpg,3,disposable_plates
viola_dataset\images\image_1062.jpg,3,disposable_plates
viola_dataset\images\image_1063.jpg,3,disposable_plates
viola_dataset\images\image_1064.jpg,3,disposable_plates
viola_dataset\images\image_1065.jpg,3,disposable_plates
viola_dataset\images\image_1066.jpg,3,disposable_plates
viola_dataset\images\image_1067.jpg,3,disposable_plates
viola_dataset\images\image_1068.jpg,3,disposable_plates
viola_dataset\images\image_1069.jpg,3,disposable_plates
viola_dataset\images\image_1070.jpg,3,disposable_plates
viola_dataset\images\image_1071.jpg,3,disposable_plates
viola_dataset\images\image_1072.jpg,3,disposable_plates
viola_dataset\images\image_1073.jpg,3,disposable_plates
viola_dataset\images\image_1074.jpg,3,disposable_plates
viola_dataset\images\image_1075.jpg,3,disposable_plates
viola_dataset\images\image_1076.jpg,3,disposable_plates
viola_dataset\images\image_1077.jpg,3,disposable_plates
viola_dataset\images\image_1078.jpg,3,disposable_plates
viola_dataset\images\image_1079.jpg,3,disposable_plates
viola_dataset\images\image_1080.jpg,3,disposable_plates
viola_dataset\images\image_1081.jpg,3,disposable_plates
viola_dataset\images\image_1082.jpg,3,disposable_plates
viola_dataset\images\image_1083.jpg,3,disposable_plates
viola_dataset\images\image_1084.jpg,3,disposable_plates
viola_dataset\images\image_1085.jpg,3,disposable_plates
viola_dataset\images\image_1086.jpg,3,disposable_plates
viola_dataset\images\image_1087.jpg,3,disposable_plates
viola_dataset\images\image_1088.jpg,3,disposable_plates
viola_dataset\images\image_1089.jpg,3,disposable_plates
viola_dataset\images\image_1090.jpg,3,disposable_plates
viola_dataset\images\image_1091.jpg,3,disposable_plates
viola_dataset\images\image_1092.jpg,3,disposable_plates
viola_dataset\images\image_1093.jpg,3,disposable_plates
viola_dataset\images\image_1094.jpg,3,disposable_plates
viola_dataset\images\image_1095.jpg,3,disposable_plates
viola_dataset\images\image_1096.jpg,3,disposable_plates
viola_dataset\images\image_1097.jpg,3,disposable_plates
viola_dataset\images\image_1098.jpg,3,disposable_plates
viola_dataset\images\image_1099.jpg,3,disposable_plates
viola_dataset\images\image_1100.jpg,3,disposable_plates
viola_dataset\images\image_1101.jpg,3,disposable_plates
viola_dataset\images\image_1102.jpg,3,disposable_plates
viola_dataset\images\image_1103.jpg,3,disposable_plates
viola_dataset\images\image_1104.jpg,3,disposable_plates
viola_dataset\images\image_1105.jpg,3,disposable_plates
viola_dataset\images\image_1106.jpg,3,disposable_plates
viola_dataset\images\image_1107.jpg,3,disposable_plates
viola_dataset\images\image_1108.jpg,3,disposable_plates
viola_dataset\images\image_1109.jpg,3,disposable_plates
viola_dataset\images\image_1110.jpg,3,disposable_plates
viola_dataset\images\image_1111.jpg,3,disposable_plates
viola_dataset\images\image_1112.jpg,3,disposable_plates
viola_dataset\images\image_1113.jpg,4,glass
viola_dataset\images\image_1114.jpg,4,glass
viola_dataset\images\image_1115.jpg,4,glass
viola_dataset\images\image_1116.jpg,4,glass
viola_dataset\images\image_1117.jpg,4,glass
viola_dataset\images\image_1118.jpg,4,glass
viola_dataset\images\image_1119.jpg,4,glass
viola_dataset\images\image_1120.jpg,4,glass
viola_dataset\images\image_1121.jpg,4,glass
viola_dataset\images\image_1122.jpg,4,glass
viola_dataset\images\image_1123.jpg,4,glass
viola_dataset\images\image_1124.jpg,4,glass
viola_dataset\images\image_1125.jpg,4,glass
viola_dataset\images\image_1126.jpg,4,glass
viola_dataset\images\image_1127.jpg,4,glass
viola_dataset\images\image_1128.jpg,4,glass
viola_dataset\images\image_1129.jpg,4,glass
viola_dataset\images\image_1130.jpg,4,glass
viola_dataset\images\image_1131.jpg,4,glass
viola_dataset\images\image_1132.jpg,4,glass
viola_dataset\images\image_1133.jpg,4,glass
viola_dataset\images\image_1134.jpg,4,glass
viola_dataset\images\image_1135.jpg,4,glass
viola_dataset\images\image_1136.jpg,4,glass
viola_dataset\images\image_1137.jpg,4,glass
viola_dataset\images\image_1138.jpg,4,glass
viola_dataset\images\image_1139.jpg,4,glass
viola_dataset\images\image_1140.jpg,4,glass
viola_dataset\images\image_1141.jpg,4,glass
viola_dataset\images\image_1142.jpg,4,glass
viola_dataset\images\image_1143.jpg,4,glass
viola_dataset\images\image_1144.jpg,4,glass
viola_dataset\images\image_1145.jpg,4,glass
viola_dataset\images\image_1146.jpg,4,glass
viola_dataset\images\image_1147.jpg,4,glass
viola_dataset\images\image_1148.jpg,4,glass
viola_dataset\images\image_1149.jpg,4,glass
viola_dataset\images\image_1150.jpg,4,glass
